Name,Name ASCII,Country code,Country name,Continent,Official,Gender,Unisex,Country Rank,Frequency,is_noise,is_mainstream_local,is_embedded_panregional,is_local_form_quality_ok,is_male_local,is_foreign_anchor,foreign_anchor_region,is_diaspora_likely,confidence,final_status,indicator_notes,OriginalName,NameCleaned,NameLatin
Larry,larry,FR,France,Europe,y,m,n,581,67,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Larry,Larry,Larry
Ken,ken,FR,France,Europe,y,m,n,582,67,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Ken,Ken,Ken
Nils,nils,FR,France,Europe,y,m,n,584,66,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Nils,Nils,Nils
Eduardo,eduardo,FR,France,Europe,y,m,n,592,66,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Eduardo,Eduardo,Eduardo
Bobby,bobby,FR,France,Europe,y,m,n,597,65,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Bobby,Bobby,Bobby
Leopold,leopold,FR,France,Europe,y,m,n,602,64,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,germanic,FALSE,medium,international_core,foreign_anchor:germanic;close_neighbor_embedded,Leopold,Leopold,Leopold
Jamie,jamie,FR,France,Europe,y,m,y,603,64,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Jamie,Jamie,Jamie
Tyler,tyler,FR,France,Europe,y,m,n,606,63,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Tyler,Tyler,Tyler
Gustavo,gustavo,FR,France,Europe,y,m,n,609,63,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Gustavo,Gustavo,Gustavo
Ze,ze,FR,France,Europe,n,m,n,613,62,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Ze,Ze,Ze
Toni,toni,FR,France,Europe,y,m,n,620,61,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Toni,Toni,Toni
Tiago,tiago,FR,France,Europe,y,m,n,626,60,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Tiago,Tiago,Tiago
Tomas,tomas,FR,France,Europe,y,m,n,649,58,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Tomas,Tomas,Tomas
Jesus,jesus,FR,France,Europe,y,m,n,654,58,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Jesus,Jesus,Jesus
Jerry,jerry,FR,France,Europe,y,m,n,655,58,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Jerry,Jerry,Jerry
Jordi,jordi,FR,France,Europe,y,m,n,661,57,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Jordi,Jordi,Jordi
Hans,hans,FR,France,Europe,y,m,n,663,57,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Hans,Hans,Hans
Leonardo,leonardo,FR,France,Europe,y,m,n,673,56,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Leonardo,Leonardo,Leonardo
Julio,julio,FR,France,Europe,y,m,n,674,56,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Julio,Julio,Julio
Luigi,luigi,FR,France,Europe,y,m,n,684,55,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Luigi,Luigi,Luigi
Gianni,gianni,FR,France,Europe,y,m,n,686,55,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Gianni,Gianni,Gianni
Edwin,edwin,FR,France,Europe,y,m,n,687,55,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,dutch,FALSE,medium,international_core,foreign_anchor:dutch;close_neighbor_embedded,Edwin,Edwin,Edwin
Ronald,ronald,FR,France,Europe,y,m,n,689,54,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,dutch,FALSE,medium,international_core,foreign_anchor:dutch;close_neighbor_embedded,Ronald,Ronald,Ronald
Marcelo,marcelo,FR,France,Europe,y,m,n,690,54,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Marcelo,Marcelo,Marcelo
Jake,jake,FR,France,Europe,y,m,n,702,52,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Jake,Jake,Jake
Ad,ad,FR,France,Europe,n,m,n,720,51,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,dutch,FALSE,medium,international_core,foreign_anchor:dutch;close_neighbor_embedded,Ad,Ad,Ad
Ulrich,ulrich,FR,France,Europe,y,m,n,722,50,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Ulrich,Ulrich,Ulrich
Stefano,stefano,FR,France,Europe,y,m,n,724,50,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Stefano,Stefano,Stefano
Cristian,cristian,FR,France,Europe,y,m,n,728,50,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Cristian,Cristian,Cristian
Alvaro,alvaro,FR,France,Europe,y,m,n,733,50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Alvaro,Alvaro,Alvaro
Marcos,marcos,FR,France,Europe,y,m,n,747,48,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Marcos,Marcos,Marcos
Federico,federico,FR,France,Europe,y,m,n,751,48,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Federico,Federico,Federico
Davide,davide,FR,France,Europe,y,m,n,753,48,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Davide,Davide,Davide
Dario,dario,FR,France,Europe,y,m,n,754,48,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Dario,Dario,Dario
Claudio,claudio,FR,France,Europe,y,m,n,755,48,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,medium,core,panregional,Claudio,Claudio,Claudio
Salvatore,salvatore,FR,France,Europe,y,m,n,762,47,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Salvatore,Salvatore,Salvatore
Keith,keith,FR,France,Europe,y,m,y,768,47,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Keith,Keith,Keith
Paco,paco,FR,France,Europe,y,m,n,784,46,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Paco,Paco,Paco
Owen,owen,FR,France,Europe,y,m,n,785,46,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,romance,FALSE,medium,international_core,foreign_anchor:romance;close_neighbor_embedded,Owen,Owen,Owen
Giuseppe,giuseppe,FR,France,Europe,y,m,n,791,46,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Giuseppe,Giuseppe,Giuseppe
Flavio,flavio,FR,France,Europe,y,m,n,800,45,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Flavio,Flavio,Flavio
Enrique,enrique,FR,France,Europe,y,m,n,817,43,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Enrique,Enrique,Enrique
Real,real,FR,France,Europe,y,m,n,823,42,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Real,Real,Real
Raul,raul,FR,France,Europe,y,m,n,824,42,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Raul,Raul,Raul
Père,pere,FR,France,Europe,n,m,y,826,42,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Père,Père,Père
Jeffrey,jeffrey,FR,France,Europe,y,m,n,830,42,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Jeffrey,Jeffrey,Jeffrey
Thom,thom,FR,France,Europe,y,m,n,857,40,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,dutch,FALSE,medium,international_core,foreign_anchor:dutch;close_neighbor_embedded,Thom,Thom,Thom
Ramon,ramon,FR,France,Europe,y,m,n,860,40,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Ramon,Ramon,Ramon
Gui,gui,FR,France,Europe,y,m,n,866,40,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Gui,Gui,Gui
Filipe,filipe,FR,France,Europe,y,m,n,867,40,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Filipe,Filipe,Filipe
Pete,pete,FR,France,Europe,n,m,n,879,39,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Pete,Pete,Pete
Nuno,nuno,FR,France,Europe,y,m,n,895,38,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Nuno,Nuno,Nuno
Josue,josue,FR,France,Europe,y,m,n,901,38,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Josue,Josue,Josue
Diogo,diogo,FR,France,Europe,y,m,n,904,38,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Diogo,Diogo,Diogo
Wilson,wilson,FR,France,Europe,y,m,n,913,37,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Wilson,Wilson,Wilson
Leandro,leandro,FR,France,Europe,y,m,n,922,37,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Leandro,Leandro,Leandro
Kyle,kyle,FR,France,Europe,y,m,n,924,37,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Kyle,Kyle,Kyle
Dennis,dennis,FR,France,Europe,y,m,n,941,36,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Dennis,Dennis,Dennis
Santiago,santiago,FR,France,Europe,y,m,n,947,35,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Santiago,Santiago,Santiago
Ron,ron,FR,France,Europe,y,m,n,948,35,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Ron,Ron,Ron
Markus,markus,FR,France,Europe,y,m,n,955,35,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Markus,Markus,Markus
Carlo,carlo,FR,France,Europe,y,m,n,961,35,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Carlo,Carlo,Carlo
Sandro,sandro,FR,France,Europe,y,m,n,965,34,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Sandro,Sandro,Sandro
Joaquim,joaquim,FR,France,Europe,y,m,n,974,34,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Joaquim,Joaquim,Joaquim
Franco,franco,FR,France,Europe,y,m,n,978,34,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Franco,Franco,Franco
Ale,ale,FR,France,Europe,n,m,y,984,34,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Ale,Ale,Ale
Rui,rui,FR,France,Europe,y,m,n,990,33,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,iberian,FALSE,medium,international_core,foreign_anchor:iberian;close_neighbor_embedded,Rui,Rui,Rui
Jordy,jordy,FR,France,Europe,y,m,n,995,33,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,dutch,FALSE,medium,international_core,foreign_anchor:dutch;close_neighbor_embedded,Jordy,Jordy,Jordy
Jaime,jaime,FR,France,Europe,y,m,n,997,33,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,medium,international_core,,Jaime,Jaime,Jaime
Michael,michael,DE,Germany,Europe,y,m,n,1,9448,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Michael,Michael,Michael
Thomas,thomas,DE,Germany,Europe,y,m,n,2,7967,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Thomas,Thomas,Thomas
Christian,christian,DE,Germany,Europe,y,m,n,3,7561,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Christian,Christian,Christian
Andreas,andreas,DE,Germany,Europe,y,m,n,4,6581,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Andreas,Andreas,Andreas
Daniel,daniel,DE,Germany,Europe,y,m,n,5,5764,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Daniel,Daniel,Daniel
Stefan,stefan,DE,Germany,Europe,y,m,n,6,5495,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Stefan,Stefan,Stefan
Martin,martin,DE,Germany,Europe,y,m,n,7,4807,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Martin,Martin,Martin
Sebastian,sebastian,DE,Germany,Europe,y,m,n,8,4804,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Sebastian,Sebastian,Sebastian
Peter,peter,DE,Germany,Europe,y,m,n,9,4351,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Peter,Peter,Peter
Markus,markus,DE,Germany,Europe,y,m,n,10,4350,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Markus,Markus,Markus
Alexander,alexander,DE,Germany,Europe,y,m,n,11,4334,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Alexander,Alexander,Alexander
Frank,frank,DE,Germany,Europe,y,m,n,12,3880,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Frank,Frank,Frank
Matthias,matthias,DE,Germany,Europe,y,m,n,13,3563,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Matthias,Matthias,Matthias
Florian,florian,DE,Germany,Europe,y,m,n,14,3500,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Florian,Florian,Florian
Tobias,tobias,DE,Germany,Europe,y,m,n,15,3494,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Tobias,Tobias,Tobias
Jan,jan,DE,Germany,Europe,y,m,n,16,3379,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Jan,Jan,Jan
Oliver,oliver,DE,Germany,Europe,y,m,n,17,3139,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Oliver,Oliver,Oliver
Patrick,patrick,DE,Germany,Europe,y,m,n,18,2927,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Patrick,Patrick,Patrick
David,david,DE,Germany,Europe,y,m,n,19,2856,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,David,David,David
Christoph,christoph,DE,Germany,Europe,y,m,n,20,2714,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Christoph,Christoph,Christoph
Sven,sven,DE,Germany,Europe,y,m,n,21,2689,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Sven,Sven,Sven
Philipp,philipp,DE,Germany,Europe,y,m,n,22,2470,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Philipp,Philipp,Philipp
Jens,jens,DE,Germany,Europe,y,m,n,23,2406,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jens,Jens,Jens
Robert,robert,DE,Germany,Europe,y,m,n,24,2317,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Robert,Robert,Robert
Tim,tim,DE,Germany,Europe,y,m,n,25,2286,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Tim,Tim,Tim
Marcel,marcel,DE,Germany,Europe,y,m,n,26,2278,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Marcel,Marcel,Marcel
Marco,marco,DE,Germany,Europe,y,m,n,27,2266,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Marco,Marco,Marco
Dirk,dirk,DE,Germany,Europe,y,m,n,28,2228,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Dirk,Dirk,Dirk
Dennis,dennis,DE,Germany,Europe,y,m,n,29,2174,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Dennis,Dennis,Dennis
Max,max,DE,Germany,Europe,y,m,n,30,2140,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Max,Max,Max
Felix,felix,DE,Germany,Europe,y,m,n,31,2132,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Felix,Felix,Felix
Stephan,stephan,DE,Germany,Europe,y,m,n,32,2094,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Stephan,Stephan,Stephan
André,andre,DE,Germany,Europe,y,m,n,33,2088,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,André,André,André
Sascha,sascha,DE,Germany,Europe,y,m,n,34,2029,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Sascha,Sascha,Sascha
Johannes,johannes,DE,Germany,Europe,y,m,n,35,1991,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Johannes,Johannes,Johannes
Marc,marc,DE,Germany,Europe,y,m,n,36,1976,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Marc,Marc,Marc
Alex,alex,DE,Germany,Europe,y,m,n,37,1957,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Alex,Alex,Alex
Ralf,ralf,DE,Germany,Europe,y,m,n,38,1943,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ralf,Ralf,Ralf
Fabian,fabian,DE,Germany,Europe,y,m,n,39,1862,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Fabian,Fabian,Fabian
Wolfgang,wolfgang,DE,Germany,Europe,y,m,n,40,1809,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Wolfgang,Wolfgang,Wolfgang
Jörg,jorg,DE,Germany,Europe,y,m,n,41,1809,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jörg,Jörg,Jörg
Jürgen,jurgen,DE,Germany,Europe,y,m,n,42,1802,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Jürgen,Jürgen,Jürgen
Chris,chris,DE,Germany,Europe,y,m,n,43,1786,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Chris,Chris,Chris
Benjamin,benjamin,DE,Germany,Europe,y,m,n,44,1777,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Benjamin,Benjamin,Benjamin
Klaus,klaus,DE,Germany,Europe,y,m,n,45,1769,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Klaus,Klaus,Klaus
Kevin,kevin,DE,Germany,Europe,y,m,n,46,1725,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Kevin,Kevin,Kevin
Paul,paul,DE,Germany,Europe,y,m,n,47,1715,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Paul,Paul,Paul
Simon,simon,DE,Germany,Europe,y,m,n,48,1712,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Simon,Simon,Simon
Lukas,lukas,DE,Germany,Europe,y,m,n,49,1672,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Lukas,Lukas,Lukas
Tom,tom,DE,Germany,Europe,y,m,n,50,1665,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Tom,Tom,Tom
Dominik,dominik,DE,Germany,Europe,y,m,n,51,1664,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Dominik,Dominik,Dominik
Bernd,bernd,DE,Germany,Europe,y,m,n,52,1626,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Bernd,Bernd,Bernd
Uwe,uwe,DE,Germany,Europe,y,m,n,53,1619,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Uwe,Uwe,Uwe
René,rene,DE,Germany,Europe,y,m,n,54,1603,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,René,René,René
Lars,lars,DE,Germany,Europe,y,m,n,55,1517,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Lars,Lars,Lars
Thorsten,thorsten,DE,Germany,Europe,y,m,n,56,1475,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Thorsten,Thorsten,Thorsten
Jonas,jonas,DE,Germany,Europe,y,m,n,57,1446,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Jonas,Jonas,Jonas
Steffen,steffen,DE,Germany,Europe,y,m,n,58,1439,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Steffen,Steffen,Steffen
Julian,julian,DE,Germany,Europe,y,m,n,59,1438,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Julian,Julian,Julian
Marcus,marcus,DE,Germany,Europe,y,m,n,60,1397,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Marcus,Marcus,Marcus
Mario,mario,DE,Germany,Europe,y,m,n,61,1371,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Mario,Mario,Mario
Carsten,carsten,DE,Germany,Europe,y,m,n,62,1365,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Carsten,Carsten,Carsten
Kai,kai,DE,Germany,Europe,y,m,n,63,1361,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Kai,Kai,Kai
Maximilian,maximilian,DE,Germany,Europe,y,m,n,64,1289,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Maximilian,Maximilian,Maximilian
Holger,holger,DE,Germany,Europe,y,m,n,65,1283,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Holger,Holger,Holger
Nico,nico,DE,Germany,Europe,y,m,n,66,1275,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Nico,Nico,Nico
Manuel,manuel,DE,Germany,Europe,y,m,n,67,1244,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Manuel,Manuel,Manuel
Torsten,torsten,DE,Germany,Europe,y,m,n,68,1204,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Torsten,Torsten,Torsten
Mike,mike,DE,Germany,Europe,y,m,n,69,1131,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Mike,Mike,Mike
Björn,bjorn,DE,Germany,Europe,y,m,n,70,1113,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Björn,Björn,Björn
Timo,timo,DE,Germany,Europe,y,m,n,71,1110,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Timo,Timo,Timo
Rainer,rainer,DE,Germany,Europe,y,m,n,72,1078,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Rainer,Rainer,Rainer
Nils,nils,DE,Germany,Europe,y,m,n,73,1054,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Nils,Nils,Nils
Christopher,christopher,DE,Germany,Europe,y,m,n,74,1053,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Christopher,Christopher,Christopher
Moritz,moritz,DE,Germany,Europe,y,m,n,75,1036,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Moritz,Moritz,Moritz
Volker,volker,DE,Germany,Europe,y,m,n,76,1008,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Volker,Volker,Volker
Mark,mark,DE,Germany,Europe,y,m,n,77,982,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Mark,Mark,Mark
Heiko,heiko,DE,Germany,Europe,y,m,n,78,963,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Heiko,Heiko,Heiko
Pascal,pascal,DE,Germany,Europe,y,m,n,79,950,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Pascal,Pascal,Pascal
Manfred,manfred,DE,Germany,Europe,y,m,n,80,939,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Manfred,Manfred,Manfred
Hans,hans,DE,Germany,Europe,y,m,n,82,927,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Hans,Hans,Hans
Joachim,joachim,DE,Germany,Europe,y,m,n,83,926,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Joachim,Joachim,Joachim
Axel,axel,DE,Germany,Europe,y,m,n,84,910,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Axel,Axel,Axel
