Region	Country	VisualBucket	percent	naming pool	Persona	naming split
UEFA	Azerbaijan	AfricaWest	3	NigeriaYoruba 0.15, NigeriaIgbo 0.1, NigeriaDelta 0.1, Ghana 0.25, Senegal 0.20, Mali 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Russia	EuroEast	64	Russia 0.91, Belarus 0.03, Ukraine 0.03, Kazakhstan 0.03	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Russia	EuroNorth	10	Russia 0.70, Belarus 0.15, Finland 0.10, Estonia 0.05	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Russia	Finno	6	Russia 0.60, Finland 0.25, Estonia 0.15	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Russia	Caucasus	7	Georgia 0.20, Armenia 0.15, Azerbaijan 0.20, Russia 0.45	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Russia	Anatolian	4	Turkey 0.65, Azerbaijan 0.35	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Russia	AsiaCentralUzbek	2	Uzbekistan 0.70, Kazakhstan 0.15, Russia 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Russia	AsiaCentralTajik	2	Tajikistan 0.80, Russia 0.2	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Russia	Levant	2	Syria 0.35, Iraq 0.30, Lebanon 0.20, Palestine 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Russia	AfricaWest	3	NigeriaYoruba 0.15, NigeriaIgbo 0.1, NigeriaDelta 0.1, Ghana 0.25, Senegal 0.20, Mali 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Andorra	EuroIberian	81	Catalan 0.42, Spain 0.38, France 0.20	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Andorra	EuroCentral	10	France 0.60, Spain 0.25, Catalan 0.15	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Andorra	AfricaNorth	5	Morocco 0.75, Algeria 0.15, Tunisia 0.10	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Andorra	SouthAmericaNorth	4	Colombia 0.30, Venezuela 0.30, Argentina 0.20, Ecuador 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	San Marino	EuroItaMed	90	 Italy 1	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	San Marino	EuroCentral	6	Italy 1	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	San Marino	AfricaNorth	2	Morocco 0.60, Tunisia 0.25, Algeria 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	San Marino	EuroBalkans	2	Albania 0.30, Croatia 0.25, Serbia 0.20, Bosnia and Herzegovina 0.15, Kosovo 0.10	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Malta	EuroItaMed	74	Malta 0.84, Italy 0.10, England 0.06	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Malta	Levant	10	Malta 0.50, Lebanon 0.20, Palestine 0.12, Syria 0.10, Greece  0.08	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Malta	AfricaNorth	8	Libya 0.35, Tunisia 0.30, Morocco 0.20, Algeria 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Malta	BritishIsles	4	Malta 0.60, England 0.30, Ireland 0.10	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Malta	AfricaWest	2	NigeriaYoruba 0.15, NigeriaIgbo 0.1, NigeriaDelta 0.1, Ghana 0.25, Senegal 0.20, Mali 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Malta	Anatolian	2	Turkey 1	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Moldova	EuroEast	81	Moldova 0.73, Romania 0.19, Ukraine 0.08	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Moldova	EuroBalkans	5	Romania 0.35, Bulgaria 0.25, Serbia 0.20, Albania 0.10, North Macedonia 0.10	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Moldova	EuroCentral	4	Romania 0.55, Hungary 0.20, Slovakia 0.15, Austria 0.10	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Moldova	Anatolian	3	Turkey 0.60, Moldova 0.40	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Moldova	Caucasus	3	Armenia 0.40, Georgia 0.35, Azerbaijan 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Moldova	AfricaWest	2	NigeriaYoruba 0.15, NigeriaIgbo 0.1, NigeriaDelta 0.1, Ghana 0.25, Senegal 0.20, Ivory Coast 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Moldova	EuroNorth	2	Moldova 0.70, Ukraine 0.20, Belarus 0.10	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Belarus	EuroEast	87	Belarus 0.91, Russia 0.05, Ukraine 0.04	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Belarus	EuroCentral	4	Poland 0.40, Lithuania 0.25, Belarus 0.20, Ukraine 0.15	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Belarus	EuroNorth	3	Belarus 0.65, Lithuania 0.20, Latvia 0.15	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Belarus	EuroBalkans	2	Ukraine 0.35, Romania 0.25, Serbia 0.20, Bulgaria 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Belarus	AfricaWest	2	NigeriaYoruba 0.1, NigeriaIgbo 0.15, NigeriaDelta 0.1, Ghana 0.25, Senegal 0.20, Mali 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Belarus	Caucasus	2	Armenia 0.40, Georgia 0.35, Azerbaijan 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Montenegro	EuroBalkans	84	Serbia 0.50, Croatia 0.25, Bosnia and Herzegovina 0.25	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Montenegro	EuroEast	6	Serbia 0.55, Bosnia and Herzegovina 0.25, Croatia 0.20	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Montenegro	EuroItaMed	4	Croatia 0.40, Serbia 0.40, Bosnia and Herzegovina 0.20	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Montenegro	AfricaWest	2	NigeriaYoruba 0.15, NigeriaIgbo 0.1, NigeriaDelta 0.1, Ghana 0.25, Senegal 0.20, Mali 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Montenegro	Anatolian	2	Turkey 0.75, Serbia 0.25	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Kosovo	EuroBalkans	88	Albania 0.40, Kosovo 0.3, Serbia 0.2, North Macedonia 0.1	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Kosovo	EuroEast	4	Serbia 0.35, Kosovo 0.30, Albania 0.20, North Macedonia 0.15	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Kosovo	Anatolian	4	Turkey 0.70, Kosovo 0.30	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Kosovo	AfricaWest	2	NigeriaYoruba 0.15, NigeriaIgbo 0.1, NigeriaDelta 0.1, Ghana 0.25, Senegal 0.20, Mali 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Kosovo	Levant	2	Syria 0.35, Iraq 0.30, Lebanon 0.20, Palestine 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Albania	EuroBalkans	80	Albania 0.90, Kosovo 0.05, North Macedonia 0.05	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Albania	EuroItaMed	8	Italy 0.45, Albania 0.35, Greece 0.20	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Albania	Anatolian	4	Turkey 0.70, Albania 0.30	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Albania	EuroEast	4	North Macedonia 0.35, Serbia 0.25, Albania 0.20, Kosovo 0.20	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Albania	Levant	2	Albania 0.55, Turkey 0.25, Albania 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Albania	AfricaWest	2	NigeriaYoruba 0.15, NigeriaIgbo 0.1, NigeriaDelta 0.1, Ghana 0.25, Senegal 0.20, Mali 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	North Macedonia	EuroBalkans	82	North Macedonia 0.50, Bulgaria 0.15, Serbia 0.10, Albania 0.15, Kosovo 0.10	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	North Macedonia	EuroEast	6	Bulgaria 0.30, Serbia 0.25, North Macedonia 0.25, Albania 0.20	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	North Macedonia	Anatolian	4	Turkey 0.70, North Macedonia 0.30	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	North Macedonia	EuroItaMed	4	Greece 0.40, Albania 0.30, North Macedonia 0.30	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	North Macedonia	AfricaWest	2	NigeriaYoruba 0.15, NigeriaIgbo 0.1, NigeriaDelta 0.1, Ghana 0.25, Senegal 0.20, Mali 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	North Macedonia	Levant	2	Syria 0.35, Iraq 0.30, Lebanon 0.20, Palestine 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Faroe Islands	Scandinavia	68	Faroe Islands 1.00	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Faroe Islands	EuroNorth	27	Faroe Islands 1.00	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Faroe Islands	RedHair	5	Faroe Islands 1.00	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Gibraltar	EuroIberian	62	Gibraltar 0.70, Spain 0.30	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
UEFA	Gibraltar	BritishIsles	33	Gibraltar 0.55, England 0.30, Spain 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Gibraltar	AfricaNorth	5	Morocco 0.55, Gibraltar 0.25, Spain 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Liechtenstein	EuroCentral	82	Austria 0.30, Germany 0.70	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
UEFA	Liechtenstein	EuroNorth	18	Germany 0.80, Austria 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	United States	EuroNorth	18	USModern 0.2, England 0.3, Germany 0.15, Netherlands 0.10, Norway 0.10, Sweden 0.10, Denmark 0.05	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	United States	BritishIsles	16	USModern 0.24, England 0.34, Ireland 0.18, Scotland 0.14, Wales 0.10	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	United States	EuroCentral	10	USModern 0.18, Germany 0.28, Italy 0.18, France 0.16, Poland 0.10, Austria 0.10	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	United States	AfricaWest	16	USAfricanAmerican 0.30, NigeriaYoruba 0.12, NigeriaIgbo 0.12, NigeriaDelta 0.10, Ghana 0.10, Jamaica 0.14, Senegal 0.12	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	United States	AfroCaribbean	5	Jamaica 0.28, Haiti 0.18, Trinidad and Tobago 0.18, Dominican Republic 0.14, Cuba 0.10, USAfricanAmerican 0.12	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	United States	MesoAmericaMestizo	16	Mexico 0.44, El Salvador 0.14, Guatemala 0.10, Honduras 0.10, Dominican Republic 0.06, USHispanic 0.16	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CONCACAF	United States	SouthAmericaNorth	6	Colombia 0.30, Venezuela 0.22, Ecuador 0.16, Peru 0.12, Dominican Republic 0.08, USHispanic 0.12	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	United States	IndiaSouth	3	Tamil 0.10, Telugu 0.10, Kannada 0.05, Malaylam 0.05, India Gangetic 0.20, Pakistan Punjabi 0.20, Bangladesh 0.15, USModern 0.15	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	United States	Levant	2	Lebanon 0.30, Syria 0.20, Palestine 0.20, Iraq 0.15, Jordan 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	United States	China	2	China 0.66, Taiwan 0.14, USModern 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	United States	Polynesia	2	Samoa 0.38, Tonga 0.28, New Zealand Māori 0.14, USModern 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	United States	RedHair	2	USModern 0.20, Ireland 0.40, Scotland 0.25, England 0.15	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	United States	Scandinavia	2	USModern 0.16, Sweden 0.28, Norway 0.28, Denmark 0.28	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Canada	BritishIsles	25	 FrenchCanadian 0.12, England 0.34, Ireland 0.18, Scotland 0.20, Wales 0.16	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CONCACAF	Canada	EuroNorth	15	FrenchCanadian 0.08, England 0.18, Germany 0.24, Netherlands 0.16, Norway 0.16, Sweden 0.18	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CONCACAF	Canada	EuroCentral	17	FrenchCanadian 0.55, Germany 0.2, Italy 0.05, Poland  0.05, Belgium Dutch 0.05	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CONCACAF	Canada	AfricaWest	8	NigeriaYoruba 0.15, NigeriaIgbo 0.15, NigeriaDelta 0.15, Ghana 0.15, Jamaica 0.20, Haiti 0.20	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CONCACAF	Canada	AfroCaribbean	6	Jamaica 0.32, Haiti 0.24, Trinidad and Tobago 0.20, Dominican Republic 0.14, Cuba 0.10	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Canada	MesoAmericaMestizo	6	Mexico 0.48, El Salvador 0.14, Colombia 0.12, Guatemala 0.10, Honduras 0.10, USHispanic 0.06	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Canada	SouthAmericaNorth	4	Colombia 0.30, Venezuela 0.22, Ecuador 0.16, Peru 0.12, Dominican Republic 0.10, England 0.10	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Canada	Levant	4	Lebanon 0.34, Syria 0.20, Palestine 0.16, Iraq 0.15, Jordan 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Canada	IndiaSouth	4	Tamil 0.1, Telugu 0.1, Kannada 0.1, Malaylam 0.1 , India Gangetic 0.25, Pakistan Punjabi 0.20, England 0.15	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Canada	China	3	China 0.60, Hong Kong 0.18, Taiwan 0.12, USModern 0.10	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Canada	Philipines	2	Philippines 1.00	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Canada	AfricaEast	2	Ethiopia 0.3, Somalia 0.25, Kenya 0.25, Uganda 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Canada	RedHair	2	FrenchCanadian 0.08, Ireland 0.42, Scotland 0.28, England 0.22	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CONCACAF	Canada	Scandinavia	2	FrenchCanadian 0.06, Sweden 0.30, Norway 0.32, Denmark 0.32	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CONCACAF	Mexico	MesoAmericaMestizo	62	Mexico 0.88, Guatemala 0.06, Honduras 0.03, El Salvador 0.03	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CONCACAF	Mexico	MesoAmericaIndigenous	20	Mexico 0.78, Guatemala 0.12, Bolivia 0.05, Peru 0.05	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CONCACAF	Mexico	SouthAmericaNorth	5	Colombia 0.35, Venezuela 0.30, Ecuador 0.20, Dominican Republic 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Mexico	AfroCaribbean	4	Cuba 0.35, Dominican Republic 0.35, Jamaica 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Mexico	Andean	4	Peru 0.35, Ecuador 0.30, Bolivia 0.20, Colombia 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Mexico	EuroIberian	3	Spain 0.75, Portugal 0.25	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Mexico	AfricaWest	2	NigeriaYoruba 0.15, NigeriaIgbo 0.1, NigeriaDelta 0.1, Ghana 0.25, Senegal 0.20, Ivory Coast 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Jamaica	AfroCaribbean	89	Jamaica 0.88, Trinidad and Tobago 0.07, Dominican Republic 0.05	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CONCACAF	Jamaica	AfricaWest	6	NigeriaYoruba 0.15, NigeriaIgbo 0.1, NigeriaDelta 0.1, Ghana 0.25, Senegal 0.20, Ivory Coast 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Jamaica	SouthAmericaNorth	2	Colombia 0.35, Venezuela 0.30, Ecuador 0.20, Dominican Republic 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Jamaica	MesoAmericaMestizo	2	Mexico 0.40, Honduras 0.30, Jamaica 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Jamaica	EuroIberian	1	England 0.60, Spain 0.25, Portugal 0.15	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONCACAF	Cuba	AfroCaribbean	30	Cuba 0.88, Dominican Republic 0.12	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
